transaction_id,timestamp,department_id,vendor_id,vendor_category,amount,payment_method,description,approver_id,budget_code,vendor_id_original
LTX-03620,2025-03-08T07:02:00,DEP-FIN,VEN-019,Supplies,1976.7,Bank Transfer,Description for LTX-03620,A-04,B-540,VEN-006
LTX-03621,2025-08-26T17:25:00,DEP-HEALTH,VEN-019,Travel,1311.61,Bank Transfer,Description for LTX-03621,A-05,B-264,VEN-096
LTX-03622,2025-05-04T09:22:00,DEP-EDU,VEN-019,IT,1012.32,Cheque,Description for LTX-03622,A-09,B-326,VEN-056
LTX-03623,2025-05-11T14:31:00,DEP-PWR,VEN-019,IT,185.25,Bank Transfer,Description for LTX-03623,A-09,B-197,VEN-009
LTX-03624,2025-03-16T07:19:00,DEP-PWR,VEN-019,Supplies,379.53,Credit Card,Description for LTX-03624,A-04,B-859,VEN-024
LTX-03625,2025-01-30T12:46:00,DEP-HEALTH,VEN-019,IT,1841.18,Bank Transfer,Description for LTX-03625,A-00,B-704,VEN-005
LTX-03626,2025-07-09T00:15:00,DEP-FIN,VEN-019,Supplies,1962.08,Cheque,Description for LTX-03626,A-07,B-189,VEN-070
LTX-03627,2025-07-17T18:42:00,DEP-EDU,VEN-019,Travel,1051.62,Cheque,Description for LTX-03627,A-08,B-626,VEN-045
LTX-03628,2025-05-16T00:04:00,DEP-POLICE,VEN-019,Consulting,1776.84,Credit Card,Description for LTX-03628,A-03,B-832,VEN-039
LTX-03629,2025-01-20T11:18:00,DEP-FIN,VEN-019,Infrastructure,749.66,Bank Transfer,Description for LTX-03629,A-01,B-506,VEN-030
LTX-03630,2025-08-25T01:28:00,DEP-HEALTH,VEN-019,Supplies,143.08,Cheque,Description for LTX-03630,A-05,B-856,VEN-042
LTX-03631,2025-02-06T05:42:00,DEP-POLICE,VEN-019,Travel,476.71,Credit Card,Description for LTX-03631,A-08,B-901,VEN-076
LTX-03632,2025-05-03T09:05:00,DEP-HEALTH,VEN-019,Infrastructure,469.34,Credit Card,Description for LTX-03632,A-03,B-635,VEN-050
LTX-03633,2025-04-20T07:29:00,DEP-POLICE,VEN-019,Travel,1588.18,Bank Transfer,Description for LTX-03633,A-03,B-365,VEN-061
LTX-03634,2025-03-25T18:10:00,DEP-EDU,VEN-019,IT,1486.57,Bank Transfer,Description for LTX-03634,A-01,B-787,VEN-013
LTX-03635,2025-01-25T09:45:00,DEP-PWR,VEN-019,Travel,1973.59,Credit Card,Description for LTX-03635,A-06,B-407,VEN-032
LTX-03636,2025-06-21T02:16:00,DEP-POLICE,VEN-019,IT,1592.61,Credit Card,Description for LTX-03636,A-06,B-920,VEN-077
LTX-03637,2025-04-14T00:10:00,DEP-POLICE,VEN-019,Travel,1337.86,Cheque,Description for LTX-03637,A-09,B-864,VEN-011
LTX-03638,2025-01-13T21:58:00,DEP-HEALTH,VEN-019,Consulting,425.16,Bank Transfer,Description for LTX-03638,A-01,B-918,VEN-064
LTX-03639,2025-04-18T05:54:00,DEP-FIN,VEN-019,Supplies,1016.44,Cheque,Description for LTX-03639,A-04,B-773,VEN-062
LTX-03640,2025-10-17T12:46:00,DEP-FIN,VEN-019,Infrastructure,1930.65,Credit Card,Description for LTX-03640,A-05,B-941,VEN-042
LTX-03641,2025-09-27T16:45:00,DEP-EDU,VEN-019,Consulting,1932.43,Bank Transfer,Description for LTX-03641,A-01,B-940,VEN-073
LTX-03642,2025-12-05T05:04:00,DEP-EDU,VEN-019,Travel,281.49,Cheque,Description for LTX-03642,A-08,B-816,VEN-078
LTX-03643,2025-08-28T04:30:00,DEP-EDU,VEN-019,Travel,288.45,Credit Card,Description for LTX-03643,A-05,B-978,VEN-056
LTX-03644,2025-09-29T10:08:00,DEP-PWR,VEN-019,IT,1401.33,Credit Card,Description for LTX-03644,A-03,B-649,VEN-007
LTX-03645,2025-02-13T15:50:00,DEP-EDU,VEN-019,Consulting,1112.96,Cheque,Description for LTX-03645,A-01,B-967,VEN-084
LTX-03646,2025-11-21T17:52:00,DEP-PWR,VEN-019,Supplies,435.28,Credit Card,Description for LTX-03646,A-06,B-944,VEN-092
LTX-03647,2025-01-25T13:58:00,DEP-POLICE,VEN-019,Consulting,1352.95,Bank Transfer,Description for LTX-03647,A-02,B-807,VEN-079
LTX-03648,2025-01-17T20:38:00,DEP-POLICE,VEN-019,Consulting,1788.1,Cheque,Description for LTX-03648,A-02,B-961,VEN-092
LTX-03649,2025-03-29T06:36:00,DEP-FIN,VEN-019,Consulting,1070.64,Credit Card,Description for LTX-03649,A-06,B-968,VEN-021
LTX-03650,2025-01-08T21:35:00,DEP-HEALTH,VEN-019,Consulting,43.86,Cheque,Description for LTX-03650,A-05,B-855,VEN-030
LTX-03651,2025-06-14T03:47:00,DEP-POLICE,VEN-019,IT,424.9,Cheque,Description for LTX-03651,A-01,B-532,VEN-078
LTX-03652,2025-12-31T15:45:00,DEP-FIN,VEN-019,Supplies,413.45,Cheque,Description for LTX-03652,A-02,B-822,VEN-074
LTX-03653,2025-05-22T19:53:00,DEP-EDU,VEN-019,Consulting,1844.82,Credit Card,Description for LTX-03653,A-09,B-886,VEN-054
LTX-03654,2025-05-31T19:06:00,DEP-FIN,VEN-019,Consulting,1109.0,Cheque,Description for LTX-03654,A-00,B-806,VEN-091
LTX-03655,2025-10-20T03:27:00,DEP-PWR,VEN-019,Infrastructure,1157.77,Credit Card,Description for LTX-03655,A-02,B-662,VEN-094
LTX-03656,2025-11-27T14:09:00,DEP-FIN,VEN-019,Consulting,1265.89,Bank Transfer,Description for LTX-03656,A-08,B-310,VEN-088
LTX-03657,2025-11-29T12:17:00,DEP-EDU,VEN-019,Consulting,1237.28,Bank Transfer,Description for LTX-03657,A-01,B-294,
LTX-03658,2025-04-23T01:50:00,DEP-HEALTH,VEN-019,Travel,1902.4,Bank Transfer,Description for LTX-03658,A-02,B-231,VEN-040
LTX-03659,2025-12-12T13:52:00,DEP-EDU,VEN-019,Travel,665.31,Credit Card,Description for LTX-03659,A-03,B-837,VEN-002
LTX-03660,2025-11-13T06:55:00,DEP-POLICE,VEN-019,Travel,611.9,Credit Card,Description for LTX-03660,A-07,B-338,VEN-007
LTX-03661,2025-08-19T05:28:00,DEP-HEALTH,VEN-019,Supplies,373.32,Cheque,Description for LTX-03661,A-01,B-569,VEN-010
LTX-03662,2025-03-18T09:42:00,DEP-POLICE,VEN-019,Travel,1338.8,Credit Card,Description for LTX-03662,A-09,B-180,VEN-047
LTX-03663,2025-05-05T21:41:00,DEP-POLICE,VEN-019,IT,1897.04,Credit Card,Description for LTX-03663,A-04,B-592,VEN-067
LTX-03664,2025-11-30T14:33:00,DEP-POLICE,VEN-019,Supplies,1297.38,Bank Transfer,Description for LTX-03664,A-07,B-703,VEN-054
LTX-03665,2025-10-17T13:39:00,DEP-POLICE,VEN-019,Infrastructure,1691.68,Credit Card,Description for LTX-03665,A-04,B-463,VEN-078
LTX-03666,2025-08-13T22:14:00,DEP-FIN,VEN-019,Consulting,1877.19,Bank Transfer,Description for LTX-03666,A-05,B-198,VEN-078
LTX-03667,2025-11-08T02:37:00,DEP-HEALTH,VEN-019,Travel,1291.53,Credit Card,Description for LTX-03667,A-06,B-365,VEN-079
LTX-03668,2025-09-13T10:49:00,DEP-FIN,VEN-019,Supplies,362.77,Bank Transfer,Description for LTX-03668,A-00,B-928,VEN-011
LTX-03669,2025-10-03T21:03:00,DEP-HEALTH,VEN-019,IT,121.2,Bank Transfer,Description for LTX-03669,A-08,B-211,VEN-093
LTX-03670,2025-04-05T16:24:00,DEP-POLICE,VEN-019,Infrastructure,790.88,Credit Card,Description for LTX-03670,A-06,B-981,VEN-099
LTX-03671,2025-01-18T03:33:00,DEP-HEALTH,VEN-019,Consulting,912.21,Bank Transfer,Description for LTX-03671,A-05,B-806,VEN-063
LTX-03672,2025-03-23T16:33:00,DEP-EDU,VEN-019,Infrastructure,986.52,Credit Card,Description for LTX-03672,A-06,B-905,VEN-086
LTX-03673,2025-12-11T07:20:00,DEP-POLICE,VEN-019,Infrastructure,1435.94,Credit Card,Description for LTX-03673,A-02,B-759,VEN-098
LTX-03674,2025-06-08T07:58:00,DEP-EDU,VEN-019,Consulting,1194.62,Cheque,Description for LTX-03674,A-03,B-215,VEN-004
LTX-03675,2025-05-24T22:36:00,DEP-HEALTH,VEN-019,IT,1794.73,Cheque,Description for LTX-03675,A-00,B-685,VEN-058
LTX-03676,2025-08-03T08:56:00,DEP-PWR,VEN-019,Consulting,645.32,Credit Card,Description for LTX-03676,A-05,B-933,VEN-070
LTX-03677,2025-05-21T04:56:00,DEP-HEALTH,VEN-019,Infrastructure,1892.39,Bank Transfer,Description for LTX-03677,A-04,B-557,VEN-022
LTX-03678,2025-10-21T10:32:00,DEP-EDU,VEN-019,Infrastructure,429.74,Cheque,Description for LTX-03678,A-05,B-200,VEN-072
LTX-03679,2025-12-16T06:37:00,DEP-FIN,VEN-019,Consulting,99.85,Cheque,Description for LTX-03679,A-09,B-370,VEN-008
LTX-03680,2025-04-27T08:08:00,DEP-EDU,VEN-019,Supplies,610.89,Cheque,Description for LTX-03680,A-02,B-718,VEN-044
LTX-03681,2025-07-16T04:39:00,DEP-FIN,VEN-019,Infrastructure,1616.91,Bank Transfer,Description for LTX-03681,A-02,B-923,VEN-072
LTX-03682,2025-12-09T19:08:00,DEP-FIN,VEN-019,IT,168.19,Bank Transfer,Description for LTX-03682,A-01,B-910,VEN-021
LTX-03683,2025-07-20T00:07:00,DEP-POLICE,VEN-019,Consulting,901.76,Bank Transfer,Description for LTX-03683,A-04,B-930,VEN-018
LTX-03684,2025-05-05T12:27:00,DEP-POLICE,VEN-019,Infrastructure,991.07,Bank Transfer,Description for LTX-03684,A-03,B-703,VEN-016
LTX-03685,2025-07-26T23:19:00,DEP-EDU,VEN-019,IT,411.6,Cheque,Description for LTX-03685,A-03,B-197,VEN-045
LTX-03686,2025-12-31T09:24:00,DEP-POLICE,VEN-019,Travel,547.43,Bank Transfer,Description for LTX-03686,A-01,B-670,VEN-014
LTX-03687,2025-01-16T19:12:00,DEP-FIN,VEN-019,Infrastructure,1376.12,Bank Transfer,Description for LTX-03687,A-07,B-889,VEN-049
LTX-03688,2025-07-24T14:07:00,DEP-FIN,VEN-019,Consulting,1590.34,Credit Card,Description for LTX-03688,A-05,B-650,VEN-069
LTX-03689,2025-11-08T16:14:00,DEP-PWR,VEN-019,Supplies,1226.2,Bank Transfer,Description for LTX-03689,A-02,B-844,VEN-017
LTX-03690,2025-10-03T12:49:00,DEP-HEALTH,VEN-019,Consulting,508.46,Bank Transfer,Description for LTX-03690,A-02,B-169,VEN-065
LTX-03691,2025-12-12T04:27:00,DEP-FIN,VEN-019,Infrastructure,289.16,Cheque,Description for LTX-03691,A-03,B-153,VEN-078
LTX-03692,2025-02-24T09:14:00,DEP-FIN,VEN-019,Supplies,631.97,Bank Transfer,Description for LTX-03692,A-05,B-112,VEN-018
LTX-03693,2025-11-16T00:45:00,DEP-FIN,VEN-019,IT,984.62,Credit Card,Description for LTX-03693,A-07,B-313,VEN-040
LTX-03694,2025-08-19T17:35:00,DEP-POLICE,VEN-019,IT,1648.88,Credit Card,Description for LTX-03694,A-08,B-914,VEN-072
LTX-03695,2025-05-17T18:21:00,DEP-PWR,VEN-019,Consulting,117.16,Bank Transfer,Description for LTX-03695,A-03,B-443,VEN-056
LTX-03696,2025-08-11T15:04:00,DEP-FIN,VEN-019,Infrastructure,1369.92,Cheque,Description for LTX-03696,A-07,B-380,VEN-050
LTX-03697,2025-12-23T13:24:00,DEP-HEALTH,VEN-019,Supplies,1589.64,Credit Card,Description for LTX-03697,A-08,B-339,VEN-076
LTX-03698,2025-06-02T11:09:00,DEP-EDU,VEN-019,IT,1648.47,Cheque,Description for LTX-03698,A-04,B-693,VEN-012
LTX-03699,2025-12-12T08:20:00,DEP-HEALTH,VEN-019,Infrastructure,1973.48,Cheque,Description for LTX-03699,A-09,B-147,VEN-096
LTX-03700,2025-01-16T08:12:00,DEP-EDU,VEN-019,Travel,58009.35,Cheque,Description for LTX-03700,A-06,B-373,VEN-052
LTX-03701,2025-11-17T05:58:00,DEP-PWR,VEN-019,Supplies,1298.03,Credit Card,Description for LTX-03701,A-04,B-401,
LTX-03702,2025-01-09T20:54:00,DEP-FIN,VEN-019,Supplies,774.18,Cheque,Description for LTX-03702,A-09,B-388,VEN-077
LTX-03703,2025-01-25T05:06:00,DEP-POLICE,VEN-019,Travel,1045.12,Credit Card,Description for LTX-03703,A-03,B-720,VEN-075
LTX-03704,2025-03-12T13:46:00,DEP-POLICE,VEN-019,Supplies,1512.42,Bank Transfer,Description for LTX-03704,A-08,B-262,VEN-011
LTX-03705,2025-03-31T15:37:00,DEP-POLICE,VEN-019,Consulting,731.78,Cheque,Description for LTX-03705,A-00,B-946,VEN-096
LTX-03706,2025-01-25T04:41:00,DEP-HEALTH,VEN-019,Consulting,204.06,Cheque,Description for LTX-03706,A-02,B-290,VEN-013
LTX-03707,2025-02-05T05:05:00,DEP-POLICE,VEN-019,IT,970.7,Bank Transfer,Description for LTX-03707,A-01,B-319,VEN-053
LTX-03708,2025-08-27T03:12:00,DEP-HEALTH,VEN-019,Consulting,380.82,Cheque,Description for LTX-03708,A-07,B-550,VEN-037
LTX-03709,2025-01-06T17:30:00,DEP-HEALTH,VEN-019,Infrastructure,864.14,Cheque,Description for LTX-03709,A-03,B-430,VEN-029
LTX-03710,2025-12-10T16:52:00,DEP-HEALTH,VEN-019,Consulting,753.57,Bank Transfer,Description for LTX-03710,A-03,B-881,VEN-087
LTX-03711,2025-05-20T04:12:00,DEP-PWR,VEN-019,Travel,1570.0,Bank Transfer,Description for LTX-03711,A-09,B-564,VEN-014
LTX-03712,2025-05-02T08:29:00,DEP-PWR,VEN-019,IT,1158.55,Bank Transfer,Description for LTX-03712,A-03,B-376,VEN-005
LTX-03713,2025-01-17T23:08:00,DEP-FIN,VEN-019,IT,1618.02,Bank Transfer,Description for LTX-03713,A-00,B-104,VEN-056
LTX-03714,2025-09-24T10:44:00,DEP-PWR,VEN-019,Infrastructure,1582.31,Credit Card,Description for LTX-03714,A-06,B-804,VEN-001
LTX-03715,2025-12-31T10:54:00,DEP-POLICE,VEN-019,Infrastructure,310.46,Credit Card,Description for LTX-03715,A-07,B-227,VEN-096
LTX-03716,2025-03-09T16:20:00,DEP-EDU,VEN-019,Consulting,1108.83,Credit Card,Description for LTX-03716,A-03,B-887,VEN-054
LTX-03717,2025-07-18T14:08:00,DEP-PWR,VEN-019,Infrastructure,1844.93,Credit Card,Description for LTX-03717,A-03,B-305,VEN-014
LTX-03718,2025-02-16T10:08:00,DEP-POLICE,VEN-019,Infrastructure,171.26,Credit Card,Description for LTX-03718,A-04,B-386,VEN-031
LTX-03719,2025-04-25T16:04:00,DEP-PWR,VEN-019,Infrastructure,417.95,Credit Card,Description for LTX-03719,A-07,B-620,VEN-045
LTX-03720,2025-04-01T14:53:00,DEP-POLICE,VEN-019,Supplies,258.8,Credit Card,Description for LTX-03720,A-04,B-111,VEN-058
LTX-03721,2025-01-29T11:28:00,DEP-FIN,VEN-019,IT,1789.48,Cheque,Description for LTX-03721,A-02,B-991,VEN-099
LTX-03722,2025-12-06T01:07:00,DEP-FIN,VEN-019,Travel,1075.13,Credit Card,Description for LTX-03722,A-00,B-383,VEN-030
LTX-03723,2025-04-14T16:07:00,DEP-HEALTH,VEN-019,IT,841.52,Credit Card,Description for LTX-03723,A-00,B-915,VEN-001
LTX-03724,2025-01-25T23:09:00,DEP-PWR,VEN-019,Consulting,1912.76,Bank Transfer,Description for LTX-03724,A-06,B-577,VEN-089
LTX-03725,2025-10-06T17:27:00,DEP-PWR,VEN-019,Supplies,215.87,Bank Transfer,Description for LTX-03725,A-02,B-131,VEN-079
LTX-03726,2025-01-16T05:42:00,DEP-HEALTH,VEN-019,Supplies,1846.43,Cheque,Description for LTX-03726,A-05,B-397,VEN-034
LTX-03727,2025-12-13T21:46:00,DEP-HEALTH,VEN-019,Infrastructure,513.18,Bank Transfer,Description for LTX-03727,A-05,B-205,VEN-037
LTX-03728,2025-12-12T21:17:00,DEP-HEALTH,VEN-019,Supplies,1120.72,Credit Card,Description for LTX-03728,A-03,B-724,VEN-014
LTX-03729,2025-08-12T14:45:00,DEP-POLICE,VEN-019,Travel,424.01,Cheque,Description for LTX-03729,A-02,B-951,VEN-051
LTX-03730,2025-04-14T05:18:00,DEP-HEALTH,VEN-019,Infrastructure,1694.76,Cheque,Description for LTX-03730,A-07,B-198,VEN-040
LTX-03731,2025-01-31T20:10:00,DEP-EDU,VEN-019,Infrastructure,291.91,Bank Transfer,Description for LTX-03731,A-04,B-195,VEN-026
LTX-03732,2025-05-09T00:18:00,DEP-POLICE,VEN-019,Travel,483.1,Cheque,Description for LTX-03732,A-06,B-706,VEN-051
LTX-03733,2025-06-24T06:18:00,DEP-POLICE,VEN-019,Travel,589.26,Credit Card,Description for LTX-03733,A-08,B-574,VEN-099
LTX-03734,2025-04-21T07:14:00,DEP-POLICE,VEN-019,Consulting,875.15,Credit Card,Description for LTX-03734,A-06,B-531,VEN-064
LTX-03735,2025-04-20T00:09:00,DEP-POLICE,VEN-019,IT,351.12,Cheque,Description for LTX-03735,A-09,B-509,VEN-003
LTX-03736,2025-09-14T19:30:00,DEP-HEALTH,VEN-019,Travel,130.88,Credit Card,Description for LTX-03736,A-05,B-115,VEN-017
LTX-03737,2025-02-02T00:15:00,DEP-PWR,VEN-019,Travel,1606.25,Bank Transfer,Description for LTX-03737,A-04,B-665,VEN-017
LTX-03738,2025-10-08T09:53:00,DEP-EDU,VEN-019,IT,1522.45,Credit Card,Description for LTX-03738,A-08,B-258,VEN-022
LTX-03739,2025-05-01T16:28:00,DEP-FIN,VEN-019,Supplies,45.13,Credit Card,Description for LTX-03739,A-01,B-634,VEN-009
LTX-03740,2025-07-01T08:38:00,DEP-PWR,VEN-019,Consulting,1379.48,Credit Card,Description for LTX-03740,A-09,B-188,VEN-067
LTX-03741,2025-08-04T15:31:00,DEP-PWR,VEN-019,Infrastructure,1471.93,Cheque,Description for LTX-03741,A-01,B-577,VEN-053
LTX-03742,2025-05-24T12:22:00,DEP-PWR,VEN-019,IT,339.96,Credit Card,Description for LTX-03742,A-07,B-469,VEN-051
LTX-03743,2025-07-31T05:34:00,DEP-FIN,VEN-019,Consulting,1215.1,Cheque,Description for LTX-03743,A-08,B-222,VEN-001
LTX-03744,2025-12-17T04:40:00,DEP-PWR,VEN-019,Infrastructure,1404.95,Cheque,Description for LTX-03744,A-02,B-246,VEN-091
LTX-03745,2025-05-12T17:42:00,DEP-EDU,VEN-019,Supplies,556.87,Credit Card,Description for LTX-03745,A-09,B-639,VEN-095
LTX-03746,2025-12-17T15:39:00,DEP-HEALTH,VEN-019,Supplies,1227.56,Credit Card,Description for LTX-03746,A-07,B-439,VEN-002
LTX-03747,2025-03-09T12:39:00,DEP-POLICE,VEN-019,Consulting,1820.72,Cheque,Description for LTX-03747,A-04,B-889,VEN-067
LTX-03748,2025-07-20T15:05:00,DEP-POLICE,VEN-019,Consulting,1641.65,Bank Transfer,Description for LTX-03748,A-09,B-268,VEN-068
LTX-03749,2025-05-22T04:31:00,DEP-POLICE,VEN-019,IT,1141.74,Bank Transfer,Description for LTX-03749,A-05,B-456,VEN-050
LTX-03750,2025-06-16T00:26:00,DEP-FIN,VEN-019,Supplies,25.44,Cheque,Description for LTX-03750,A-01,B-110,VEN-045
LTX-03751,2025-07-02T12:54:00,DEP-HEALTH,VEN-019,IT,871.69,Credit Card,Description for LTX-03751,A-03,B-140,VEN-090
LTX-03752,2025-12-23T19:41:00,DEP-POLICE,VEN-019,Infrastructure,735.21,Cheque,Description for LTX-03752,A-02,B-717,VEN-078
LTX-03753,2025-11-04T00:12:00,DEP-EDU,VEN-019,IT,1370.89,Cheque,Description for LTX-03753,A-02,B-218,VEN-070
LTX-03754,2025-03-01T12:39:00,DEP-EDU,VEN-019,Supplies,1934.57,Cheque,Description for LTX-03754,A-04,B-912,VEN-035
LTX-03755,2025-03-17T01:16:00,DEP-POLICE,VEN-019,Travel,1328.06,Credit Card,Description for LTX-03755,A-05,B-661,VEN-072
LTX-03756,2025-07-18T06:52:00,DEP-POLICE,VEN-019,IT,439.26,Credit Card,Description for LTX-03756,A-05,B-468,VEN-011
LTX-03757,2025-06-29T12:15:00,DEP-PWR,VEN-019,Consulting,235.2,Bank Transfer,Description for LTX-03757,A-05,B-603,VEN-069
LTX-03758,2025-03-30T07:05:00,DEP-POLICE,VEN-019,Travel,90.62,Bank Transfer,Description for LTX-03758,A-07,B-176,VEN-095
LTX-03759,2025-04-07T00:18:00,DEP-FIN,VEN-019,IT,327.27,Credit Card,Description for LTX-03759,A-04,B-408,VEN-058
LTX-03760,2025-12-10T10:11:00,DEP-HEALTH,VEN-019,Travel,1226.82,Cheque,Description for LTX-03760,A-08,B-889,
LTX-03761,2025-09-23T09:31:00,DEP-HEALTH,VEN-019,Infrastructure,1726.05,Credit Card,Description for LTX-03761,A-05,B-333,VEN-089
LTX-03762,2025-02-01T03:22:00,DEP-PWR,VEN-019,Travel,375.91,Cheque,Description for LTX-03762,A-08,B-956,VEN-069
LTX-03763,2025-09-04T09:04:00,DEP-EDU,VEN-019,IT,983.98,Cheque,Description for LTX-03763,A-05,B-565,VEN-067
LTX-03764,2025-12-04T07:48:00,DEP-FIN,VEN-019,Consulting,1200.41,Bank Transfer,Description for LTX-03764,A-04,B-865,VEN-096
LTX-03765,2025-08-24T09:06:00,DEP-PWR,VEN-019,Consulting,1843.93,Bank Transfer,Description for LTX-03765,A-05,B-777,VEN-041
LTX-03766,2025-01-20T03:30:00,DEP-POLICE,VEN-019,Travel,1601.33,Cheque,Description for LTX-03766,A-06,B-274,VEN-067
LTX-03767,2025-08-08T10:18:00,DEP-POLICE,VEN-019,Infrastructure,688.17,Bank Transfer,Description for LTX-03767,A-00,B-404,VEN-076
LTX-03768,2025-10-06T00:59:00,DEP-EDU,VEN-019,Consulting,946.98,Credit Card,Description for LTX-03768,A-06,B-523,VEN-077
LTX-03769,2025-08-26T09:10:00,DEP-HEALTH,VEN-019,Travel,725.9,Credit Card,Description for LTX-03769,A-08,B-787,VEN-026
LTX-03770,2025-09-20T14:45:00,DEP-PWR,VEN-019,Infrastructure,707.37,Credit Card,Description for LTX-03770,A-03,B-998,VEN-044
LTX-03771,2025-10-15T20:12:00,DEP-PWR,VEN-019,Consulting,1271.84,Credit Card,Description for LTX-03771,A-06,B-890,VEN-026
LTX-03772,2025-03-24T22:29:00,DEP-POLICE,VEN-019,Infrastructure,247.81,Bank Transfer,Description for LTX-03772,A-06,B-692,VEN-031
LTX-03773,2025-07-02T10:20:00,DEP-POLICE,VEN-019,Travel,1901.6,Credit Card,Description for LTX-03773,A-03,B-752,VEN-064
LTX-03774,2025-03-15T02:54:00,DEP-POLICE,VEN-019,Supplies,1490.04,Bank Transfer,Description for LTX-03774,A-03,B-790,VEN-009
LTX-03775,2025-10-29T10:08:00,DEP-POLICE,VEN-019,Travel,1483.18,Cheque,Description for LTX-03775,A-01,B-532,VEN-005
LTX-03776,2025-06-05T18:41:00,DEP-EDU,VEN-019,Consulting,1832.88,Cheque,Description for LTX-03776,A-08,B-161,VEN-042
LTX-03777,2025-02-17T17:39:00,DEP-FIN,VEN-019,Supplies,1804.79,Cheque,Description for LTX-03777,A-01,B-107,VEN-075
LTX-03778,2025-01-11T01:25:00,DEP-FIN,VEN-019,Infrastructure,423.9,Cheque,Description for LTX-03778,A-05,B-163,VEN-060
LTX-03779,2025-08-17T07:58:00,DEP-FIN,VEN-019,Infrastructure,185.11,Credit Card,Description for LTX-03779,A-05,B-349,VEN-071
LTX-03780,2025-10-30T06:51:00,DEP-FIN,VEN-019,Supplies,268.83,Bank Transfer,Description for LTX-03780,A-09,B-441,VEN-076
LTX-03781,2025-08-13T16:00:00,DEP-POLICE,VEN-019,Travel,422.78,Cheque,Description for LTX-03781,A-06,B-725,VEN-007
LTX-03782,2025-03-16T05:40:00,DEP-POLICE,VEN-019,Infrastructure,1300.11,Bank Transfer,Description for LTX-03782,A-01,B-697,VEN-083
LTX-03783,2025-08-28T19:57:00,DEP-EDU,VEN-019,Supplies,146.63,Cheque,Description for LTX-03783,A-06,B-386,VEN-079
LTX-03784,2025-06-19T05:38:00,DEP-HEALTH,VEN-019,Infrastructure,371.79,Cheque,Description for LTX-03784,A-04,B-285,VEN-051
LTX-03785,2025-01-20T17:36:00,DEP-FIN,VEN-019,IT,1773.86,Credit Card,Description for LTX-03785,A-09,B-523,VEN-040
LTX-03786,2025-03-09T13:02:00,DEP-PWR,VEN-019,Supplies,1051.84,Cheque,Description for LTX-03786,A-01,B-243,VEN-015
LTX-03787,2025-06-21T17:57:00,DEP-EDU,VEN-019,Infrastructure,517.2,Bank Transfer,Description for LTX-03787,A-00,B-375,VEN-070
LTX-03788,2025-01-14T04:37:00,DEP-HEALTH,VEN-019,IT,1455.29,Bank Transfer,Description for LTX-03788,A-07,B-468,VEN-097
LTX-03789,2025-05-05T05:42:00,DEP-POLICE,VEN-019,Infrastructure,1510.02,Bank Transfer,Description for LTX-03789,A-05,B-394,VEN-002
LTX-03790,2025-10-28T05:21:00,DEP-HEALTH,VEN-019,Travel,827.76,Cheque,Description for LTX-03790,A-04,B-996,VEN-022
LTX-03791,2025-07-26T00:47:00,DEP-EDU,VEN-019,Supplies,443.72,Credit Card,Description for LTX-03791,A-07,B-877,VEN-048
LTX-03792,2025-11-08T18:19:00,DEP-HEALTH,VEN-019,Consulting,732.38,Credit Card,Description for LTX-03792,A-07,B-559,VEN-088
LTX-03793,2025-06-18T14:43:00,DEP-PWR,VEN-019,Consulting,1880.01,Cheque,Description for LTX-03793,A-01,B-438,VEN-037
LTX-03794,2025-05-17T20:41:00,DEP-EDU,VEN-019,Consulting,971.73,Credit Card,Description for LTX-03794,A-04,B-773,VEN-093
LTX-03795,2025-10-18T14:25:00,DEP-PWR,VEN-019,Travel,1809.06,Cheque,Description for LTX-03795,A-02,B-282,VEN-056
LTX-03796,2025-12-23T22:24:00,DEP-POLICE,VEN-019,IT,646.85,Credit Card,Description for LTX-03796,A-00,B-343,VEN-009
LTX-03797,2025-02-14T21:29:00,DEP-FIN,VEN-019,Travel,1566.09,Bank Transfer,Description for LTX-03797,A-06,B-950,VEN-028
LTX-03798,2025-03-29T04:16:00,DEP-POLICE,VEN-019,Consulting,663.03,Credit Card,Description for LTX-03798,A-05,B-654,VEN-082
LTX-03799,2025-05-02T13:24:00,DEP-HEALTH,VEN-019,Infrastructure,650.96,Bank Transfer,Description for LTX-03799,A-08,B-716,VEN-076
LTX-03800,2025-07-12T20:03:00,DEP-FIN,VEN-019,Consulting,76050.27,Bank Transfer,Description for LTX-03800,A-09,B-587,VEN-031
LTX-03801,2025-03-30T14:35:00,DEP-FIN,VEN-019,IT,875.64,Credit Card,Description for LTX-03801,A-06,B-907,VEN-028
LTX-03802,2025-09-26T17:45:00,DEP-PWR,VEN-019,Supplies,1151.37,Credit Card,Description for LTX-03802,A-00,B-802,VEN-042
LTX-03803,2025-10-25T16:45:00,DEP-EDU,VEN-019,Supplies,415.71,Bank Transfer,Description for LTX-03803,A-07,B-342,VEN-023
LTX-03804,2025-09-18T19:52:00,DEP-POLICE,VEN-019,Infrastructure,1392.56,Credit Card,Description for LTX-03804,A-03,B-155,VEN-015
LTX-03805,2025-04-28T22:38:00,DEP-HEALTH,VEN-019,Consulting,88.85,Bank Transfer,Description for LTX-03805,A-03,B-411,VEN-073
LTX-03806,2025-01-06T16:42:00,DEP-POLICE,VEN-019,Supplies,857.47,Bank Transfer,Description for LTX-03806,A-01,B-348,VEN-014
